alcohol,malic_acid,ash,alcalinity_of_ash,magnesium,total_phenols,flavanoids,nonflavanoid_phenols,proanthocyanins,color_intensity,hue,od280/od315_of_diluted_wines,proline,target
0.012566173746358822,0.9587513028509707,0.4529889584090885,0.07456004216689482,0.5412845211417399,0.15363834670171694,0.25117862264558355,0.22961385861516104,0.9171076575278041,0.7525306682930742,0.6092317841358345,0.3579245589020311,0.7496445447683165,0.0
0.9347411927968634,0.753091148644309,0.6377645567894021,0.20404601689078472,0.732075537294357,0.13817907965642084,0.29423561190241054,0.5372098037268613,0.14681331109202034,0.4546615642075934,0.24297398589627683,0.5111227971619,0.5580634872792808,2.0
0.6267271542866797,0.8946244805153325,0.8035808447094,0.8212763314221928,0.41515586627780054,0.8947134297122451,0.6082693909071453,0.9832219946459878,0.3312421774905716,0.745196075983908,0.630873453301584,0.6082185311103008,0.07935278499400378,1.0
0.7160817016842516,0.995272533101265,0.5093848245272095,0.9738395945578999,0.04607757010501967,0.9521539740977326,0.09469947894724295,0.1665457671327064,0.05638800548426404,0.4014372798991499,0.9652164203924805,0.02206135967676015,0.3180678303915092,1.0
0.1414466455299941,0.6378814218941343,0.29934127283413814,0.4776998374187186,0.3741834811023408,0.34111178670133335,0.1896942545259377,0.4349949458168638,0.28516051283642085,0.7690868899611095,0.6675723563817177,0.8404493839729542,0.6023734690646616,1.0
0.8428981676337313,0.9666506562703772,0.25490944142491123,0.7559041648448717,0.8666104262494527,0.4234825370761195,0.0705916110720124,0.06269510295433545,0.6274640480881262,0.6899626219333205,0.09365603066728245,0.05967901687149113,0.17974679929305937,2.0
0.23828247700604377,0.5703940974168433,0.03584996752053904,0.6496377255733149,0.6329913157336696,0.504472742079713,0.6929474471417907,0.5265459945245841,0.10493672203407967,0.3799394678628599,0.4463472375332952,0.6951319762266223,0.8415063630719873,2.0
0.7938757614461283,0.9346601211110525,0.015558023332464033,0.43756799491530163,0.09962890244496037,0.7124627976629458,0.11752145084810861,0.6652237909089399,0.31147856252258355,0.8789250068139847,0.12239949169553632,0.9501626512098384,0.058493408412967796,2.0
0.9452998367147817,0.5168443395941692,0.3886001107241951,0.06867876261875161,0.42019278341058186,0.17800554407792868,0.28112324210018447,0.06889559125033073,0.0298218713277123,0.10249121338880929,0.6564127569136599,0.8473484072116014,0.472509068919162,1.0
0.18096757373826255,0.07814683834212288,0.03636155136340269,0.3019145638476868,0.7684276052952272,0.6849540741217376,0.43118212183563187,0.7204762643254949,0.9986419273681181,0.5636734793419476,0.9591603352655327,0.8348416247632443,0.8298376901479071,0.0
0.8550761909517446,0.7355731377803425,0.23967551928031294,0.7206314288436604,0.3652857026127193,0.04624927952252178,0.8326376350869061,0.24809999065919908,0.5387516111439511,0.5905319658246584,0.22653269132704656,0.6141902292278142,0.4864115100378682,1.0
0.1462985158794584,0.9205627618476706,0.9404512773292543,0.8209939643299556,0.03434545880871742,0.9318206367415229,0.9777290541368228,0.10598707941163843,0.8549747670177842,0.8907298914032689,0.5178796322369704,0.26289375054247477,0.7088131289998215,2.0
0.1995122390570735,0.10929445964788187,0.10791294500785409,0.21200860000679145,0.11857024931965587,0.556313244089579,0.5480824974368496,0.6276610692963195,0.5832595129402903,0.24732938206274369,0.5146144451232042,0.2888648691844662,0.20887377518407846,1.0
0.08515268876311466,0.6680613837275509,0.5533413127562802,0.04296950732120941,0.8897337904633417,0.22904540423511943,0.7625952537946894,0.35183116694915195,0.06290237601345672,0.9796993596356913,0.22940054486027361,0.12788773222694894,0.1618889329483223,1.0
0.7785266728499551,0.13869815440743405,0.797535395293776,0.3168419186594824,0.9559750203433918,0.7906321813442269,0.45536288120378354,0.8573510017743183,0.7004397404592912,0.5920235083055911,0.5854911954747174,0.06920167389022625,0.34926828686167133,2.0
0.4566945310228425,0.41827856862716184,0.9132508159654116,0.22237892009305704,0.2157610463838351,0.03782069467342375,0.865241007315085,0.07681483211790097,0.20232288069770277,0.6646543366261839,0.896372944647124,0.43053649718182263,0.7213524226032128,1.0
0.6259667891949374,0.5288711789145434,0.4339321170246132,0.6319779535707386,0.4567663116293559,0.3481974464806573,0.45505565050280716,0.17699376008707113,0.43423927594028777,0.5568734372769724,0.07625470028392833,0.7804255546525488,0.9756840390873424,0.0
0.6077432101618693,0.5785338096446364,0.9846387296813867,0.6583537939922622,0.5559612303847196,0.8582819393446046,0.08682217794021474,0.6736590147546218,0.4046073245668099,0.6611902765522211,0.9452542964775784,0.357496613109315,0.5015869246682553,0.0
0.751585741555431,0.22698174455626163,0.6584649894564417,0.9527240554270321,0.29620124426846195,0.05639275700088853,0.1348501701013599,0.3193707233470654,0.09626806745102656,0.41114375716613016,0.10152610037178167,0.9569438570140797,0.5289888670854708,2.0
0.8626306619833808,0.4302365986803449,0.6818602720670474,0.12182912194261974,0.631623227283842,0.19289760845176318,0.14436102705776743,0.6400104661773872,0.6931163504527866,0.6264640234543921,0.24867291932782498,0.1276306022186776,0.309198934576009,2.0
0.6855892738454558,0.8871406087375822,0.0033812505723255226,0.05672134382582972,0.12510161313356527,0.2872044252362933,0.15085687191864006,0.1586870995272699,0.19447638816738744,0.5271312864422747,0.2673242492116388,0.0745788583520588,0.9374350361647107,1.0
